0,-285.3,1.0

0,-241.92000000000002,0.0

0,-239.41999999999996,1.0

0,-133.81,0.0

1,-218.11,1.0

2,-281.31,0.0

3,-261.69,4.0

4,-318.56999999999994,0.0

5,-314.94000000000005,0.0

6,-220.8,1.0

0,-261.76,0.0

1,-221.28,0.0

2,-294.98999999999995,0.0

3,-340.07,2.0

0,-263.9,0.0

1,-218.86,0.0

2,-263.71999999999997,1.0

3,-238.65,0.0

0,-235.49,1.0

0,-156.24,0.0

0,-199.31000000000006,1.0

0,-214.16999999999996,2.0

0,-225.12,0.0

1,-292.19,1.0

0,-274.34999999999997,0.0

1,-297.66999999999996,0.0

2,-109.75,0.0

3,-290.27,1.0

4,-386.70000000000005,0.0

5,-282.6699999999999,0.0

6,-273.03999999999996,0.0

7,-280.61,1.0

0,-342.84000000000003,0.0

1,-199.24999999999997,0.0

2,-139.95,0.0

3,-282.57,0.0

4,-298.22999999999996,0.0

5,-165.05,1.0

6,-249.51,0.0

7,-255.97999999999993,0.0

8,-276.69,0.0

9,-296.67999999999995,0.0

10,-126.53,0.0

0,-126.02999999999999,0.0

1,-231.38999999999996,0.0

2,-202.03999999999996,0.0

3,-310.25999999999993,0.0

0,-338.74999999999994,4.0

1,-212.92000000000002,0.0

2,-311.52,0.0

3,-231.17000000000002,1.0

4,-225.06000000000003,0.0

0,-362.92999999999995,0.0

0,-273.75,0.0

1,-323.03999999999996,0.0

2,-329.86,0.0

3,-162.43,0.0

4,-339.8999999999999,0.0

5,-172.89999999999998,0.0

6,-353.77999999999986,1.0

7,-199.32999999999998,0.0

8,-365.98,0.0

9,-294.84999999999997,1.0

10,-202.87999999999997,0.0

11,-311.39,1.0

12,-349.53999999999996,0.0

13,-256.53,0.0

14,-402.11999999999995,1.0

15,-399.6299999999999,0.0

16,-363.28,0.0

0,-266.56,2.0

1,-287.60999999999996,1.0

0,-341.36,1.0

1,-242.37999999999994,1.0

2,-308.55,0.0

3,-305.05999999999995,1.0

4,-355.31999999999994,1.0

5,-292.5,0.0

0,-224.54,2.0

1,-175.79999999999998,0.0

2,-241.31999999999994,0.0

3,-318.42,0.0

